"","df$Narrative","df$VessSz","df$VessSpd"
"782","offshore fisherman rept to USCG. Line through mouth, exiting both sides, crossing over head & down to flippers; twists together beneath whale & trails >400ft to balloon float & bullet buoy. Lines crossing over head embedding into rostrum & blowholes. Line on left embedding just behind eye.  Partial disentanglement on 12/30/04 - removed trailing gear. Complete disentanglement on 12/31/2004. Healthy resights. Gear owner interview - set near St. John, NB & lost either May/June 04 or After 11/9/04 - given that 3314 was seen in September w/ no gear, likely that entanglement occurred sometime after 11/9/04. Healthy resights.",NA,NA
"783","NOAA SAS rept; 4-5 body-lengths of line trailing to a wad of line and no buoys, attachment point unknown, likely left flipper wraps or left mouthline. Photos of left pectoral from 2011 show damage from constricting gear to left pectoral, but unclear if those injuries were caused by the 2000 entangling gear or the 2005 entangling gear. Indication of slight health decline during 2005. Suspected gear free in May 2006, with improved health at that time. Confirmed gear free 2/27/07. Resights indicated healthy.",NA,NA
"784","Record added 8/3/15. Sighted with new entanglement injuries at fluke insertions and peduncle.  Cyamids at injured areas and on head. Injuries remained unhealed during 2 years of subsequent sightings. Animal in poor health at last sighting in 2007 - overall grey skin, cyamid patches on body, peduncle, rostrum & near nares. No gear present. Presumed dead in 2014.",NA,NA
"785","Constricting body wrap from anterior of left flipper to posterior of right flipper. Right flipper appears wrapped and possibly pinned. Line twisted together beneath body & trailing 400ft to 3 buoys. Trailing line removed & telemetry attached on 12/3.  Telemetry buoy parted on 12/12 leaving body + poss flipper wrap & less than 20 feet of trailing rope. Resighted by NEA in the GSC on 6/13/06. Body wrap is no longer present, but unable to determine if flippers are gear free as well. No resights. ",NA,NA
"786","Dependent calf with 2 wrapping, non-parallel, superficial lacerations indicate entanglement, not vessel strike. No gear present; resights indicate healthy",NA,NA
"787","Dependent calf. FV rept; Gross necropsy report indicates signs of entanglement + shark predation. Photo-analysis indicates poss shark lesions present at 12/30 (first) sighting and entanglement lesions (& poss gear) present at 1/8 & 1/11 sightings. Peduncle heavily infested w/ cyamids. No indication of systemic disease. Cassoff & Sharp COD=most likely initiated by shark predation & subsequent EN. ** Proximate COD = predation + acute entanglement, Ultimate COD = undetermined. Death likely occurred only a couple of days before carcass reported based on intact skin. - 03/04/19 agh",NA,NA
"788","Freeport Whale & Seabird Tours rept; Whale reported as having wraps of line around flukes and appears to be free-swimming. Unclear if wraps loose or constricting, full configuration unknown. No resights.",NA,NA
"789","healthy/robust with a single rope exiting the mouth, tightly crossing the rostrum, and re-entering the other side of the mouth.  No other body parts appear to be currently involved and no trailing gear was seen.  The tail/peduncle is heavily abraded, apparently recently. Shed gear, healthy resights",NA,NA
"790","thin line w/ hooks through mouth & loosely twisted into loop over right shoulder with line trailing ~100ft past flukes. No wraps. Hooks in mouth and back. Partial disentanglement on 1/15/07 - telemetry attached & trailing line sampled. Partial disentanglement on 1/24/07 - shortened trailing line & removed telemetry. Declared gear free on 5/11/07. Recovered a portion of a groundfish tub trawl or longline of unknown origin. (J.Kenney 2/21/09). Healthy resights",NA,NA
"791","Commercial fisherman reported animal entrapped in Weir, Campobello Whale Rescue Team responded.  Entrapped in weir that is currently not being fished so there is no netting and poles are approximately 3 ft apart. Freed by the removal of several poles.  Swam away and joined 5 other right whales at the mouth of the cove where animal was observed being active at the surface.  Animal did acquire many scratches and marks from the containment. Healthy resights, reproductively successful. Died in 2019 - COD = VS",NA,NA
"792","2 lines exiting left mouth, crossing over back and tightly wrapping both flippers; partial disentanglement on 9/18/07 - aft back wrap cut; confirmed gear free on 2/23/11; calved in 2011.",NA,NA
"793","Dependent calf. Full necropsy perfomed on 02Apr07. Fishing gear not present, but strong evidence of entanglement around flipper. Edema associated with flipper and dorsal & ventral thoracic musculature. Epidermal abrasion indicated entangling body wraps. **Genetic analysis confirm NOT 2007CalfOf2145. Also confirm that is calf of undocumented 2007 mother (all calves of known haplotype C mothers in 2007 survived) - 12/10/12 agh ***Proximate COD = probable acute EN, Ultimate COD = undetermined - agh 02/28/19",NA,NA
"794","Single length of green rope exiting the left side of the mouth, trailing alongside the left flank, terminating at an orange buoy ~60 ft behind the flukes. No wraps. Shed part of trailing line by 5/29/07 - terminates mid-back. Line shifted to exit right mouth by 6/25/07. Confirmed gear free on 2/14/08; healthy resights, reproductively successful.",NA,NA
"795","event added 2014. Right half of right fluke lobe cut off. Healed. Likely from EN based on ragged nature of cut and evidence of other new EN scars detected at same time. Healthy resights until death in 2017 - COD = EN",NA,NA
"796","Dependent calf. Live stranded on 1/26/09 & euthanized on 1/28/09. Partial necropsy on 1/31/09 due to remote location. Entanglement never witnessed, though evidence first seen in 8/14/2007 as a calf in BOF; upon review of images, scoliosis evident in 2007; necropsy states scoliosis due to entanglement injury & not congenital; entanglement wounds chronically infected. **Proximate COD = entanglement trauma (likely acute incident with chronic implications), post-traumatic scoliosis. Ultimated COD = euthanasia - 02/28/19",NA,NA
"797","Line exiting the right side of the mouth and trailing back approximately one body length behind the animal before sinking out of visibility. No wraps. Partial disentanglement on 3/11/08 - grappled trailing gear which parted quickly. Confirmed gear free on 11/13/08; Recovered frayed rope fragment.  Approximately 20” in length with an estimated diameter of 3/8” to 1/2”. Healthy resights, reproductively successful",NA,NA
"798","Blue rope exiting from both sides of the mouth. The line exiting the left side of the mouth trails back to just forward of the flukes and the line exiting the right side of the mouth trails approximately 10ft beyond the flukes. No wraps. Confirmed gear free on 5/8/08. Healthy resights until new entanglement event in 2014",NA,NA
"799","Substantial raw wrapping injuries covering dorsal ventral side, including the rostrum.  Injuries consistent with entanglement, though no gear present. Sighted pre-injury on 12/19/2007 in Gulf of Maine. Healthy resights until subsequent entanglement in 2017.",NA,NA
"800","Rope trailing out the right side of the mouth and a short loop of line trailing out of the left side of the mouth and embedded wrap around the top of the rostrum. Thin with poor skin condition. Confirmed gear free on 4/9/11, resights indicate healthy. **Originally reported as SI in 2010 SAR. Downgraded to NSI in 2011 SAR.",NA,NA
"801","Line caught in left baleen plates & trailing 50'. Rope trailing from left side of mouth. Team shortened trailing lines on 3/14/08 - no gear recovered. Configuration changed by 2/25/09, gear now out of both sides of mouth. Configuration changed by 1/24/10 - 2 lines exit left mouth, tight across rostrum, enter right mouth & trail down right side. 5/1/10 - cut rostrum wrap with flying cutter. Confirmed gear free 5/4/10; Initially evidence of health decline, but improved despite entanglement becoming more complicated. Calved near CCB in 2013. Healthy resights",NA,NA
"802","NOAA SAS rept; Entanglement was observed during photo analysis. Rope in mouth that trails down the left side of the body, the trailing line seems to end in a fray or ball of line. No wraps. Confirmed gear free on 6/1/09. Healthy wraps.",NA,NA
"803","WCNE rept; skim feeding in poor condition w/ fresh EN injuries; poor health condition - heavy cyamid load, swath lesions, rake marks; fresh entanglement scars though no gear present; scoliosis evident & right pectoral appears compromised; Experts consulted (WAM, A. Pabst, S. Landry) agreed that blunt trauma unlikely to have caused spinal damage to peduncle & that injury is similar to euthanized Eg#3710 w/ scoliosis following unseen entanglement; old prop scars acquired between May 1991 & Sep 1992 (L5b) may have exacerbated injury",NA,NA
"804","Constricting body wrap @ level of flippers w/ 3 lines trailing 300' past flukes; flipper involvement unknown; tagged with telemetry package on 12/18; tag recovered adrift w/ 134 fm of entangling gear on 12/19/08; A total of approximately 133 fathoms of 5/16” & 3/8” diameter floating poly rope.  Possibly part of an end line for a fixed gear fishery; confirmed gear free on 2/1/09. Healthy resights.",NA,NA
"805","2 sets of lines exiting each side of the mouth and forming a bridle by coming together in a knot approximately 3/4 of the way back on the animal’s back - loops not tight and unlikely to become constricting. From the knot, the lines are twisted together and trail behind ~300-400 ft. At the end of the line are two buoys, one white and one orange with about 10 feet in between them. Partial disentanglement - removed ~350 ft of line on and cut one side of the 2 lines going through the mouth. Switched out the malfunctioning satellite tag with a different, functioning tag.  The satellite buoy was found with 100 ft of line attached on 12/28/08. Confirmed gear free on 1/4/09; Recovered gear = endline of 12 pot CAN lobster trawl set.",NA,NA
"806","Multiple lines at mouthline, cutting into rostrum and left lip, left flipper wrap (unsure if loose or tight), line trailing 300' behind. Partial disentanglement: trailing line shortened and telemetry buoy attached; 1/23/09 & 3/5/09- Unsuccessful disentanglement attempt; Successful deployment and administration of sedative; 3/6/09 -  Successful deployment and administration of sedative; Successful disentanglement. Cut made to rostrum wrap; recovered approx 400 ft of line; any line remaining likely to be shed; increased health decline throughout, last seen with heavy cyamids and overall grey skin. No resights.",NA,NA
"807","Line through mouth & twisted together to form a loop @ right shoulder - unknown flipper involvment. 2 lines trailing 40' past flukes; no wraps; Telemetry buoy attached by GA DNR, possibly came off on 2/11 or 2/12 based on transmit data; adrift buoy was retrieved 2/25 with 51' of line; Confirmed gear free on 02/19/10; healthy resights",NA,NA
"808","Tight line over rostrum entering both sides of mouth, right side exits & trails 30' beyond flukes w/ no wraps, left side exits, wraps left flipper & trails to peduncle. Nature of left flipper wraps unclear. Telemetry buoy attached on 2/9/09; cut made to line over rostrum and close to mouth on 2/12/09; confirmed gear free on 3/10/09; healthy resights",NA,NA
"809","Pelagic Bird Cruise rept; Due to time of day, no response was mounted; 70-100' trailing line w/20"" yellow ball buoy, attachment point & full configuration unknown; few photos show cyamids around peduncle and flukes; no resights. Presumed dead in 2015. incl in Pettis May 2013 - Dec 2014 ""Monitoring Inj Egs"" docs",NA,NA
"810","Dependent calf. Entanglement injuries at fluke insertion documented during calf year. No gear present. Fluke deformities developed in subsequent years - flukes curved upwards like a taco shell. No resights post 4/22/11. Record added retroactively after resights showed deformation of flukes. Presumed dead in 2017.  incl in Pettis May 2013 - Dec 2016 ""Monitoring Inj Egs"" docs",NA,NA
"811","Anchored in gear. 2 rostrum wraps, 3 lines exiting left mouth. 1 line to flipper then over body & to weighted gear. 1 line over body to weighed gear. 1 line trailing past flukes; seen one week earlier with calf in Bay of Fundy, calf not seen during response (resights indicate calf healthy); Later report from 9/3 received - entangled, no position given but on Jeffreys Ledge; disentangled - confirmed gear free on 5/4/10. Healthy resights thru Jun 2012. Presumed dead 2018.  incl in Pettis May 2013 - Jun 2017 ""Monitoring Inj Egs"" docs - as Decline betw 2011-2012, but AGH feels within normal inter-year fluctuations.",NA,NA
"812","Dolphin Fleet WW rept; single trap & buoy line caught in the gape of the mouth & tightly wrapped upper jaw. Disentangled same day, healthy resights until new entanglement in 2012. Gear owner interview - set in Cape Cod Bay",NA,NA
"813","Boater reported entangled whale almost two weeks after sighting; line through mouth twisting together forming loop on left shoulder, trailing unknown distance - full configuration unknown; resighted 1/13/10 free of gear; Scars suggest at some point line had lodged in both sides of the mouthline, trailing off to the left side of the body & that flippers were likely not involved. Healthy resights.",NA,NA
"814","EN: series of constricting wraps of line around base of flukes; Moderate cyamid load; Disentangled - recovered 180' of 5/8"" poly-dac float rope, white w/ red tracer. Healthy resights.",NA,NA
"815","45ft male. Initially misidentified by USCGC as an entangled minke carcass, email sent only, respotted on 6/30, towed in by USCGC & commercial vessel on 7/1 to Seashore State Park. Gear lost in transit. Necropsied on 7/2. Evidence of constricting rostrum, mouth & flipper wraps w/ associated hemorrhage and bone damage/ Complete skeleton salvaged. Every single small bone was salvaged and very little is broken.  One pair of vertebrae is fused by Spondylosis deformans and at least one other is affected.  The upper left palate (palatine bone) has a healed crack.  One humerus has a deep furrow from a rope cutting in over a long time period.  The skeleton was donated to the Smithsonian. Id'd in 2013 by NEA.  **Proximate COD = chronic entanglement, Ultimate COD = undetermined, possible hemorrhage or sepsis - 03/04/19 agh",NA,NA
"816","Full necropsy completed by PYDaoust and crew on 8/15. Evidence of entanglement w/ assoc hemorrhage around right flipper (ID confirmed 12/10/13). **Rostrum fractures likely post-mortem. Proximate COD = acute entanglement, Ultimate COD = undetermined, possible drowning/asphyxia - 2/28/19 agh **Presumed dead for minimum of 1 week prior to report of carcass - suspect acute entanglement event based on relatively good body condition & no gear on animal - 03/04/19 agh  ",NA,NA
"817","free-swimming with tight rostrum wrap, remaining configuration unknown; no resights. Presumed dead in 2016. incl in Pettis May 2013 - Jun 2016 ""Monitoring Inj Egs"" docs",NA,NA
"818","Free-swimming with shifting entanglement; line with rolled up net w/ float buoys - attachment point at flippers; Subsequent sightings support attachment at flippers, show rolled up netting across back eventually slipping aft. Flippers pale indicating compromised. Confirmed gear free on 9/19/11. Healthy resights though pectorals remain pale. incl in Pettis May 2013 ""Monitoring Inj Egs"" doc",NA,NA
"819","Life threatening entanglement; constricting wraps, compromised pectoral & health decline; telemetry buoy attached; partial disentanglement; successful sedation & administration of antibiotics; continued severe health decline; found dead on 2/1/11. proximate COD = chronic entanglement, ultimate COD = shark predation. **Death likely shortly before carcass found on 2/1 and likely peracute - 03/04/19 agh",NA,NA
"820","Lactating female. Thin dark line exiting left mouth line, full configuration unknown. Resights confirm gear free and healthy.",NA,NA
"821","Appears to be a gillnet of some kind emanating from the left mouthline; thin line, netting & sm black floats. No wraps. Confirmed gear free on on 12/8/11 based on 11/8/11 sighting. Healthy resights",NA,NA
"822","Free swimming with gear trailing from right pectoral. Severe health decline - emaciated & pale,  w/ right pectoral completely white; incl in Pettis May 2013 - Dec 2016 ""Monitoring Inj Egs"" docs. No resights. Presumed dead 2017.",NA,NA
"823","Juvenile, Free-swimming with rolled monofilament netting exiting from both mouthlines and joining together in a loose loop near the blowholes. No trailing gear found. Partial disentanglement - loop cut. Remaining configuration is open bridle with gear trailing ~6ft out of right mouthline. Animal biopsied. Recovered 5' sq pink monofilament webbing, 6.25"" mesh, twine=0.61mm. Resights confirm shed remaining gear and healthy.",NA,NA
"824","Thought to be same case as E06-11 but not confirmed. ~67' of rope - 13 wraps of 2 types of gear on right pec. Genetic analysis to confirm resight of 3993 pending (8/5/15 - agh) images show multiple wraps that are embedded in the bone; ossification indicates pre-mortem. **Proximate COD = chronic entanglement, Ultimate COD = undetermined - 03/04/19 agh",NA,NA
"825","Noted in photo review of 4/19/11 flight, reviewed sighting of 3/17/11 and gear was visible in photos.  Blue netting exiting right mouth trailing to fluke, red netting exiting left mouth trailing to flipper. No wraps. Shed gear, healthy resights until death in 2018 (see 22Jan18 event)",NA,NA
"826","Constricting head wrap aft of blowholes, attachment points and remaining configuration unknown. Entanglement not noticed until animal reported entangled on September 26, 2011 in BOF. April sighting of entanglement discovered upon review. No resights post 11/9/11. Presumed dead in 2017. incl in Pettis May 2013 - Dec 2016 ""Monitoring Inj Egs"" docs",NA,NA
"827","PCCS aerial observed, single line exiting both sides of mouth. Line from left mouth trailing past left fluke w/ no wraps. Line from right mouth crossed over back, under peduncle and over right fluke in a loose wrap. Disentangled, healthy resights.",NA,NA
"828","Observed during photo review; red material near right mouthline/flipper; attachment point and configuration unclear - suspect mouth only w/ no wraps but unable to confirm configuration; confirmed gear free on 3/20/12. Healthy resights until new entanglement in 2013.",NA,NA
"829","Event added 03/2017. Sighted w/ new entanglement injuries: wrapping scar across rostrum and extensive injuries to peduncle & leading fluke edges. No gear present. Subsequent sightings indicate injuries healing.",NA,NA
"830","Dependent calf - 7 months old w/ fresh & healing constricting wrap injuries, no gear, mom not present (sighted w/ similar injuries & w/out calf on 9/3/11). **Resighted healthy in 2014. incl in Pettis May 2013 - Jun 2017 ""Monitoring Inj Egs"" docs as Healthy. Originally determined to be SI based on L8 criteria until resighted in 2014 healthy",NA,NA
"831","Sighted w/ new, major entanglement wounds & in poor condition; no longer w/ calf (see 7/19/11 event); right blowhole not functioning; Grey skin. Resighted in BOF, increased cyamid load. no resights post 9/28/11. Presumed dead in 2017. is incl in Pettis May 2013 - Dec 2016 ""Monitoring Inj Egs"" docs",NA,NA
"832","Entanglement involving gillnet mesh, floatline w/ green floats. Line through mouth, over back & wrapping peduncle, but shifting throughout observation. No response mounted. No resights. Presumed dead in 2017. incl in Pettis May 2013 - Dec 2016 ""Monitoring Inj Egs"" docs",NA,NA
